"name";"dir";"extension";"size";"mtime_datetime";"ctime_datetime";"atime_datetime";"path_length";"path_depth";"owner"
"Invoice_2024_1001.zip";"C:\share\Job4\Bereich-Learning-und-Development\Bereich-Learning-und-Development-Sicherheit-IT-Security-Management";".zip";"641024";"31.10.2025 15:08:00";"29.08.2025 23:54:00";"12.11.2025 00:59:00";"135";"5";""
"Compliance_Report_ISO9001_2025.tar.gz";"C:\share\Job1\03-CTO-Technologie-und-IT\Technologie-IT-Operations";".gz";"638976";"24.08.2025 23:34:00";"06.02.2025 13:17:00";"11.09.2025 06:32:00";"103";"5";""
"Employee_Resume_Smith.zip";"C:\share\Job9\Team-Campaign\People-und-Culture-Talent-Acquisition";".zip";"637952";"01.12.2024 02:02:00";"04.05.2024 03:02:00";"01.01.2025 11:29:00";"91";"5";""
"HR_Onboarding_EMP001_Wagner.tar.gz";"C:\share\Job9\Team-DevOps\Team-DevOps-Vertrieb-und-Marketing-Customer-Success\Linux-Team-Serverbetrieb-Hardening-Debian\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-SQL\Employer-Branding-Karriereportal-Social-Media-Hochschulmarketing\Project-Control-Team-Terminplanung-Risikomanagement-Project-Kickoff\Windows-Team-AD-M365-Endpoint-Management-M365-Tenant";".gz";"635904";"02.10.2018 07:38:00";"06.01.2016 16:02:00";"12.11.2020 20:08:00";"391";"10";""
"Invoice_2024_1001.zip";"C:\share\Job8\Abteilung-Infrastructure-Services\Technologie-IT-Operations";".zip";"635904";"05.06.2012 03:03:00";"06.06.2011 11:49:00";"27.06.2021 12:06:00";"95";"5";""
"Compliance_Report_ISO27001_2021.zip";"C:\share\Job6\Abteilung-Digital-Marketing\Abteilung-Digital-Marketing-People-und-Culture-Talent-Acquisition\Lieferant-IT-Services-GmbH-Rahmenvertrag-2023-Bestellungen-Lieferscheine-Rechnungen-Q1\Field-Operations-Ausseneinsaetze-Nord-Q3\Sales-Operations-CRM-Kundenmanagement-Healthcare\Standort-Hamburg-Gebaeude-Internal-Network-Infrastruktur-Wartung-Dokumentation-2025\Qualitaetssicherung-TISAX-Zertifizierung-2020-Pruefberichte-Massnahmenkatalog\Produktentwicklung-Premium-Serie-Version-Sprint-01-Testberichte-Performance-Tests-Ergebnisse\AI-und-Automation-KI-Projekte-Machine-Learning-Chatbot-Assistant";".zip";"635904";"20.12.2024 06:29:00";"16.11.2022 18:33:00";"06.09.2025 07:08:00";"640";"12";""
"Sales_Forecast_Q4_2025.zip";"C:\share\Job6\Abteilung-Brand-Management\Abteilung-Brand-Management-Vertrieb-und-Marketing-Kampagnen";".zip";"634880";"08.04.2025 12:41:00";"01.01.2024 09:57:00";"12.07.2025 15:33:00";"127";"5";""
"Annual_Report_2024.tar.gz";"C:\share\Job9\Team-SOC\Finanzen-Finanzmanagement-Controlling";".gz";"633856";"26.01.2024 18:43:00";"22.08.2023 00:17:00";"22.09.2025 04:14:00";"86";"5";""
"Budget_Plan_Admin_FY2024.tar.gz";"C:\share\Job6\Abteilung-Workforce-Management\Technologie-IT-Operations";".gz";"632832";"11.12.2024 03:29:00";"10.04.2022 22:29:00";"07.08.2025 01:23:00";"102";"5";""
"Finance_Audit_2024_Q2.zip";"C:\share\Job7\Abteilung-Data-Engineering\People-und-Culture-HR-Operations";".zip";"632832";"24.03.2024 16:03:00";"22.10.2023 15:39:00";"26.08.2025 09:26:00";"99";"5";""
"Operations_SOP_SOP045.pdf";"C:\share\Job5\Bereich-Facility-und-Workplace\Technologie-Softwareentwicklung";".pdf";"631808";"22.09.2020 20:57:00";"24.05.2017 10:04:00";"16.02.2023 19:59:00";"102";"5";""
"Salary_Overview_HR_Apr.tar.gz";"C:\share\Job10\Team-HR-Admin\Betrieb-und-Projekte-Netzbetrieb";".gz";"631808";"30.06.2019 04:48:00";"16.07.2018 06:45:00";"05.06.2020 16:00:00";"91";"5";""
"Invoice_2025_4567.tar.gz";"C:\share\Job5\Bereich-Legal-Affairs\Technologie-Cloud-und-Infrastruktur";".gz";"630784";"06.11.2023 22:34:00";"08.09.2018 13:24:00";"07.04.2025 13:10:00";"96";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job4\Bereich-Vertrieb\Vertrieb-und-Marketing-Kampagnen";".gz";"630784";"12.07.2020 06:48:00";"17.02.2017 18:26:00";"06.05.2024 03:24:00";"88";"5";""
"Project_OP-Sigma_Specs.zip";"C:\share\Job9\Team-DevOps\Team-DevOps-People-und-Culture-Learning-und-Development\Sales-Operations-CRM-Kundenmanagement-Public-Sector\Personal-Mitarbeiter-Fuehrungskraefte-Schulung-Compliance-Schulung-Teilnahmebestaetigung\Application-Development-Premium-Serie-Sprint-Sprint-02\IT-Projekt-Cloud-Migration-Phase-Go-Live-Technische-Spezifikation-Development\IT-Helpdesk-Benutzersupport-Geraetemanagement-L2-Support\Produktentwicklung-Premium-Serie-Version-Sprint-04-Testberichte-UAT-Ergebnisse\Security-Operations-SIEM-Patchmanagement-Ueberwachung";".zip";"629760";"26.01.2025 12:53:00";"13.01.2022 15:13:00";"09.06.2025 13:38:00";"572";"12";""
"IT_Ticket_TKT01234_Network.zip";"C:\share\Job6\Abteilung-Workforce-Management\Betrieb-und-Projekte-Projektmanagement";".zip";"627712";"15.06.2025 12:00:00";"17.07.2024 07:55:00";"07.09.2025 15:26:00";"114";"5";""
"Employee_Weber_Anna_Resume.tar.gz";"C:\share\Job6\Abteilung-Procurement\Abteilung-Procurement-Kundenerlebnis-Customer-Support";".gz";"625664";"11.12.2018 02:34:00";"14.10.2018 21:11:00";"29.05.2021 06:20:00";"123";"5";""
"Operations_SOP_SOP123.zip";"C:\share\Job3\Bereich-Cloud-und-Platform-Services\Bereich-Cloud-und-Platform-Services-Technologie-Network-Engineering";".zip";"625664";"08.11.2023 02:57:00";"11.12.2021 20:27:00";"09.11.2025 11:51:00";"143";"5";""
"Invoice_2023_1400.zip";"C:\share\Job6\Abteilung-Digital-Marketing\People-und-Culture-Learning-und-Development";".zip";"624640";"28.08.2023 12:03:00";"25.02.2018 23:07:00";"26.10.2023 17:55:00";"107";"5";""
"Sales_Forecast_Q2_2022.tar.gz";"C:\share\Job8\Abteilung-Product-Management\Abteilung-Product-Management-Technologie-Softwareentwicklung";".gz";"624640";"24.02.2025 02:07:00";"12.09.2022 13:26:00";"15.05.2025 04:51:00";"133";"5";""
"Legal_Agreement_NDA_GlobalTech.tar.gz";"C:\share\Job7\Abteilung-Office-Management\Finanzen-Rechnungswesen-und-Buchhaltung";".gz";"624640";"27.06.2024 19:37:00";"24.06.2024 04:41:00";"21.12.2024 02:42:00";"119";"5";""
"Legal_Agreement_SLA_AcmeCorp.tar.gz";"C:\share\Job1\Rechtsabteilung\Technologie-Cloud-und-Infrastruktur";".gz";"622592";"10.07.2026 05:06:00";"06.11.2025 01:50:00";"11.07.2026 01:29:00";"101";"5";""
"Legal_Agreement_SLA_GlobalTech.tar.gz";"C:\share\Job6\Abteilung-HR-Services\Digital-Transformation-Prozessdigitalisierung";".gz";"621568";"17.04.2014 22:22:00";"17.04.2011 12:59:00";"25.08.2019 20:18:00";"119";"5";""
"Employee_Fischer_Maria_Resume.zip";"C:\share\Job6\Abteilung-Procurement\Facility-und-Workplace-Management";".zip";"620544";"13.04.2025 14:18:00";"17.01.2025 23:16:00";"07.09.2025 19:46:00";"103";"5";""
"Training_Material_CyberSecurity_Beginner.tar.gz";"C:\share\Job7\Abteilung-Employer-Branding\Technologie-Cloud-und-Infrastruktur\SOC-Team-Security-Monitoring-Forensik-IDS-Event\CRM-Team-Datenpflege-Prozessoptimierung-Customer-Portal\Training-Team-Trainingsprogramme-E-Learning-Excel-Advanced\Legal-Review-Team-Vertragspruefung-Dokumentation-Lizenzvertrag\Network-Team-Routing-Firewall-VPN-Management-Network\Office-Management-Organisation-Fuhrpark-Poststelle-Hamburg\IT-Projekt-E-Commerce-Platform-Phase-Implementation-Technische-Spezifikation-Testing";".gz";"619520";"15.02.2012 19:50:00";"15.02.2011 08:43:00";"02.07.2018 17:16:00";"548";"12";""
"Contract_Addendum_CNT001_R1.zip";"C:\share\Job1\04-COO-Betrieb-und-Logistik\Sicherheit-IT-Security-Management";".zip";"618496";"16.11.2023 04:01:00";"07.02.2023 22:07:00";"21.03.2024 17:14:00";"107";"5";""
"Finance_Audit_2023_Q4.tar.gz";"C:\share\Job8\Abteilung-QA-und-Testing\People-und-Culture-HR-Operations\Forschung-NLP-Sentiment-Analysis-Versuchsreihe-Integrationstests-Messdaten-Auswertung\Windows-Team-AD-M365-Endpoint-Management-Windows-11\SOC-Team-Security-Monitoring-Forensik-Vulnerability-Scan\Project-Control-Team-Terminplanung-Risikomanagement-Design-Phase\Standort-Hamburg-Gebaeude-Guest-WiFi-Infrastruktur-Wartung-Dokumentation-2024";".gz";"618496";"17.08.2021 01:23:00";"30.12.2019 11:21:00";"11.08.2025 07:38:00";"438";"10";""
"Annual_Report_2024.tar.gz";"C:\share\Job9\Team-Linux\People-und-Culture-Learning-und-Development";".gz";"617472";"09.08.2024 16:28:00";"01.12.2021 00:22:00";"08.09.2024 07:28:00";"94";"5";""
"Training_Material_CyberSecurity_Advanced.zip";"C:\share\Job9\Team-DevOps\Betrieb-und-Projekte-Projektmanagement";".zip";"616448";"08.02.2024 08:20:00";"30.06.2023 13:52:00";"05.08.2025 10:33:00";"109";"5";""
"Training_Material_Leadership_Intermediate.zip";"C:\share\Job1\Rechtsabteilung\People-und-Culture-Learning-und-Development";".zip";"616448";"07.11.2025 19:30:00";"06.11.2025 12:45:00";"10.11.2025 07:47:00";"119";"5";""
"IT_Ticket_TKT00123_Hardware.tar.gz";"C:\share\Job2\Assistenz-der-Geschaeftsfuehrung\Technologie-Cloud-und-Infrastruktur";".gz";"615424";"20.03.2024 20:40:00";"09.05.2023 21:34:00";"08.10.2025 06:28:00";"117";"5";""
"Salary_Overview_Sales_Oct.zip";"C:\share\Job10\Team-CRM\Team-CRM-Betrieb-und-Projekte-Projektmanagement";".zip";"614400";"18.02.2023 19:03:00";"21.07.2022 00:05:00";"22.06.2024 18:30:00";"101";"5";""
"Salary_Overview_Admin_May.tar.gz";"C:\share\Job3\Bereich-IT-Operations\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"614400";"06.10.2025 12:10:00";"16.07.2025 19:59:00";"08.11.2025 22:37:00";"107";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job5\Abteilung-Process-Automation\Betrieb-und-Projekte-Prozessmanagement";".zip";"614400";"09.11.2020 01:10:00";"03.09.2020 08:18:00";"22.09.2025 01:38:00";"109";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job8\Abteilung-Product-Management\Abteilung-Product-Management-People-und-Culture-Talent-Acquisition";".zip";"614400";"15.07.2020 16:36:00";"22.05.2017 14:04:00";"03.10.2025 19:53:00";"137";"5";""
"Customer_Contract.tar.gz";"C:\share\Job6\Abteilung-Digital-Marketing\People-und-Culture-Learning-und-Development";".gz";"612352";"11.05.2025 07:59:00";"20.11.2021 04:16:00";"05.06.2025 03:06:00";"110";"5";""
"PurchaseOrder_PO5678.zip";"C:\share\Job2\GB-Betrieb-und-Projekte\GB-Betrieb-und-Projekte-Technologie-Softwareentwicklung";".zip";"609280";"06.06.2023 16:27:00";"22.02.2023 22:26:00";"24.01.2024 12:04:00";"118";"5";""
"Legal_Agreement_NDA_HealthPlus.zip";"C:\share\Job3\Bereich-Cloud-und-Platform-Services\Betrieb-und-Projekte-Netzbetrieb";".zip";"609280";"25.08.2023 16:22:00";"22.04.2022 22:41:00";"05.10.2025 18:38:00";"117";"5";""
"Finance_Audit_2023_Q3.zip";"C:\share\Job4\Bereich-Marketing\Sicherheit-Cyber-Defense-SOC";".zip";"608256";"26.07.2023 16:21:00";"18.07.2023 05:51:00";"05.07.2025 11:57:00";"86";"5";""
"Customer_Contract.tar.gz";"C:\share\Job6\Abteilung-Workforce-Management\Technologie-Softwareentwicklung";".gz";"607232";"26.01.2025 18:08:00";"21.10.2022 16:05:00";"15.08.2025 08:24:00";"101";"5";""
"Marketing_Campaign_BlackFriday_Aug.zip";"C:\share\Job4\Bereich-Learning-und-Development\Bereich-Learning-und-Development-Technologie-IT-Operations";".zip";"606208";"03.02.2025 01:55:00";"29.05.2022 01:41:00";"27.02.2025 09:45:00";"144";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job3\Bereich-Network-Engineering\Facility-und-Workplace-Management";".zip";"605184";"29.06.2023 00:08:00";"07.05.2018 11:12:00";"07.04.2024 05:47:00";"103";"5";""
"Project_OP-Delta_Specs.zip";"C:\share\Job5\Abteilung-Cloud-Infrastructure\Finanzen-Finanzmanagement-Controlling";".zip";"604160";"04.04.2022 22:07:00";"05.11.2017 05:40:00";"07.08.2024 10:41:00";"109";"5";""
"Budget_Plan_Admin_FY2023.zip";"C:\share\Job8\Abteilung-Training-und-Awareness\Abteilung-Training-und-Awareness-Betrieb-und-Projekte-Netzbetrieb\AI-und-Automation-KI-Projekte-Machine-Learning-Chatbot-Assistant\Strategieentwicklung-FY-2024-MaÃŸnahmenplanung-Umsetzungskontrolle-Reporting\Supplier-Management-Team-Lieferantenbewertung-Hardware-Lieferant-AG\Training-und-Awareness-Security-Schulungen-Secure-Coding\Talent-Development-Schulungen-Onboarding-Coaching-Compliance-Schulung\Project-Control-Team-Terminplanung-Risikomanagement-Go-Live\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Sales";".zip";"604160";"16.09.2025 03:28:00";"02.06.2025 04:17:00";"17.09.2025 09:30:00";"600";"12";""
"Customer_CUST2002_Contract.zip";"C:\share\Job9\Team-SOC\Team-SOC-Digital-Transformation-Prozessdigitalisierung";".zip";"603136";"28.10.2019 01:27:00";"30.10.2017 16:35:00";"01.07.2022 22:05:00";"108";"5";""
"Budget_Plan_Support_FY2024.tar.gz";"C:\share\Job5\Bereich-Digital-Transformation\Bereich-Digital-Transformation-People-und-Culture-Talent-Acquisition";".gz";"603136";"14.07.2024 03:05:00";"25.03.2022 01:06:00";"20.01.2025 18:10:00";"147";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job1\Rechtsabteilung\People-und-Culture-Learning-und-Development";".zip";"603136";"25.03.2018 06:43:00";"08.02.2018 16:46:00";"05.11.2022 14:34:00";"101";"5";""
"Customer_Contract.tar.gz";"C:\share\Job1\Rechtsabteilung\Finanzen-Rechnungswesen-und-Buchhaltung";".gz";"603136";"31.10.2020 21:27:00";"16.06.2018 12:03:00";"08.05.2024 11:26:00";"94";"5";""
"Project_KAM-Alpha_Scope.zip";"C:\share\Job7\Abteilung-Employer-Branding\Abteilung-Employer-Branding-Kundenerlebnis-Customer-Support";".zip";"602112";"19.10.2024 05:54:00";"10.01.2023 08:06:00";"17.12.2024 18:44:00";"129";"5";""
"Compliance_Report_ISO9001_2022.tar.gz";"C:\share\Job9\Team-Campaign\Digital-Transformation-Prozessdigitalisierung";".gz";"602112";"25.06.2025 16:33:00";"28.11.2024 15:42:00";"05.08.2025 01:52:00";"111";"5";""
"Support_Case_CASE001_Low.tar.gz";"C:\share\Job10\Team-QA-Automation\Finanzen-Vertragswesen-und-Einkauf";".gz";"601088";"01.04.2023 22:26:00";"25.07.2016 21:28:00";"17.07.2025 18:15:00";"100";"5";""
"Annual_Report_2024.zip";"C:\share\Job3\Bereich-IT-Security-Management\Bereich-IT-Security-Management-People-und-Culture-HR-Operations";".zip";"599040";"08.10.2024 20:53:00";"25.04.2024 17:52:00";"23.10.2025 18:31:00";"131";"5";""
"Invoice_2024_1001.zip";"C:\share\Job4\Bereich-Talent-Acquisition\Finanzen-Vertragswesen-und-Einkauf";".zip";"599040";"06.10.2025 08:55:00";"16.05.2025 23:24:00";"28.10.2025 04:50:00";"97";"5";""
"Budget_Plan_HR_FY2025.tar.gz";"C:\share\Job10\Team-QA-Automation\Facility-und-Workplace-Management";".gz";"595968";"09.04.2023 03:59:00";"13.02.2020 03:21:00";"13.12.2023 15:08:00";"96";"5";""
"HR_Onboarding_EMP123_Schmidt.zip";"C:\share\Job4\Bereich-Finanzmanagement\Data-und-Analytics-BI-KI-Governance";".zip";"593920";"04.11.2014 03:23:00";"05.11.2011 01:56:00";"27.12.2023 16:22:00";"107";"5";""
"Legal_Agreement_SLA_FastRetail.tar.gz";"C:\share\Job7\Abteilung-Data-Engineering\Finanzen-Rechnungswesen-und-Buchhaltung";".gz";"591872";"04.09.2025 17:57:00";"08.06.2025 08:09:00";"16.10.2025 07:02:00";"118";"5";""
"Sales_Forecast_Q4_2025.zip";"C:\share\Job6\Abteilung-Digital-Marketing\Abteilung-Digital-Marketing-Technologie-Network-Engineering";".zip";"590848";"01.05.2023 16:51:00";"09.04.2018 00:38:00";"10.02.2025 12:00:00";"128";"5";""
"Customer_CUST1001_Contract.tar.gz";"C:\share\Job4\Bereich-Rechnungswesen\Bereich-Rechnungswesen-People-und-Culture-HR-Operations\Product-Owners-Backlogpflege-Sprintplanung-Sprint-01\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions\Produktentwicklung-Premium-Serie-Version-Sprint-02-Testberichte-UAT-Ergebnisse\Standort-Frankfurt-Gebaeude-Management-Network-Infrastruktur-Wartung-Dokumentation-2025\Key-Account-Management-Grosskundenbetreuung-Partner-Solutions";".gz";"590848";"11.01.2017 20:32:00";"20.09.2013 08:52:00";"01.04.2017 18:04:00";"470";"10";""
"PurchaseOrder_PO1001.zip";"C:\share\Job3\Bereich-IT-Security-Management\Digital-Transformation-Prozessdigitalisierung\Network-Team-Routing-Firewall-VPN-Management-Network\Application-Development-Premium-Serie-Sprint-Sprint-02\Recruiting-Bewerbungsmanagement-Interviews-Data-Scientist-2023\Training-und-Awareness-Security-Schulungen-Secure-Coding\Produktentwicklung-Standard-Serie-Version-Sprint-04-Testberichte-Systemtests-Ergebnisse\Analytics-Team-Data-Visuals-Forecasting-Sales-Forecast";".zip";"590848";"19.06.2021 04:03:00";"14.12.2017 08:34:00";"30.10.2024 05:35:00";"486";"11";""
"Project_KAM-Alpha_Scope.tar.gz";"C:\share\Job2\GB-Finanzen-und-Verwaltung\GB-Finanzen-und-Verwaltung-Technologie-IT-Operations\Supplier-Management-Team-Lieferantenbewertung-Cloud-Provider\Marketing-Material-Black-Friday-2023-Medien-2023-Regionale-Anpassungen-Zentral\CRM-Team-Datenpflege-Prozessoptimierung-Lead-Management\Process-Automation-Workflow-RPA-Onboarding-Flow\Linux-Team-Serverbetrieb-Hardening-Debian\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-Finance\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-Energieeffizienz\Governance-Team-Richtlinien-Zertifizierungen-ISO-9001";".gz";"590848";"20.04.2024 11:44:00";"15.09.2023 02:37:00";"29.01.2025 21:36:00";"604";"13";""
"PurchaseOrder_PO4321.zip";"C:\share\Job3\Bereich-Softwareentwicklung\Sicherheit-IT-Security-Management";".zip";"590848";"11.08.2015 14:32:00";"07.10.2014 12:24:00";"02.11.2023 13:29:00";"100";"5";""
"IT_Ticket_TKT00456_Security.zip";"C:\share\Job1\Compliance-und-Risk-Management\Compliance-und-Risk-Management-Technologie-IT-Operations\AI-Research-Machine-Learning-NLP-Pilotprojekte-Recommendation-Engine\Compliance-Office-Audits-Zertifizierungen-Policies-ISO-27001\Marketing-Material-Produktlaunch-Q2-Medien-2023-Regionale-Anpassungen-Ost\Azure-Team-Cloud-Betrieb-Automatisierung-Azure-Kubernetes\Windows-Team-AD-M365-Endpoint-Management-Windows-11\Recruiting-Ops-Interviewkoordination-Bewerbermanagement-HR\BI-und-Reporting-Dashboards-KPIs-Forecasting-HR-Analytics";".zip";"589824";"26.09.2023 06:33:00";"01.04.2016 08:52:00";"06.11.2025 10:17:00";"564";"12";""
"Customer_Contract.zip";"C:\share\Job9\Team-SOC\Team-SOC-Technologie-Softwareentwicklung";".zip";"589824";"01.01.2025 19:16:00";"01.09.2023 20:23:00";"07.06.2025 06:32:00";"85";"5";""
"IT_Ticket_TKT00123_Software.zip";"C:\share\Job7\Abteilung-Security-Operations\Finanzen-Vertragswesen-und-Einkauf";".zip";"587776";"05.10.2025 02:16:00";"17.01.2025 21:20:00";"09.11.2025 08:08:00";"110";"5";""
"Finance_Audit_2025_Q2.tar.gz";"C:\share\Job3\Bereich-Netzbetrieb\Digital-Transformation-Prozessdigitalisierung";".gz";"586752";"03.03.2024 19:19:00";"14.01.2022 08:46:00";"07.09.2025 13:18:00";"108";"5";""
"Invoice_2023_1002.zip";"C:\share\Job8\Abteilung-Incident-Response\Vertrieb-und-Marketing-Customer-Success";".zip";"586752";"14.06.2017 07:51:00";"19.03.2014 12:19:00";"07.01.2020 08:11:00";"103";"5";""
"Budget_Plan_IT_FY2024.zip";"C:\share\Job4\Bereich-Marketing\Kundenerlebnis-Customer-Support";".zip";"585728";"14.06.2017 16:16:00";"01.01.2012 02:11:00";"18.08.2023 22:07:00";"89";"5";""
"HR_Onboarding_EMP456_Hoffmann.zip";"C:\share\Job6\Abteilung-HR-Services\People-und-Culture-Learning-und-Development";".zip";"585728";"28.06.2015 18:04:00";"14.11.2014 19:53:00";"28.09.2021 10:11:00";"113";"5";""
"Customer_CUST1001_Contract.zip";"C:\share\Job1\Rechtsabteilung\People-und-Culture-Learning-und-Development";".zip";"583680";"18.04.2024 00:29:00";"12.02.2023 04:56:00";"08.11.2024 08:46:00";"104";"5";""
"Customer_CUST2002_Contract.tar.gz";"C:\share\Job3\Bereich-Cloud-und-Platform-Services\Bereich-Cloud-und-Platform-Services-Technologie-Cloud-und-Infrastruktur";".gz";"583680";"11.12.2018 17:09:00";"19.07.2016 06:19:00";"11.05.2025 17:24:00";"155";"5";""
"Invoice_2024_1001.tar.gz";"C:\share\Job7\Abteilung-Compliance-Office\Abteilung-Compliance-Office-People-und-Culture-Talent-Acquisition";".gz";"581632";"29.10.2023 18:30:00";"28.09.2023 17:19:00";"02.06.2024 13:12:00";"132";"5";""
"Employee_Schneider_Sophie_Resume.tar.gz";"C:\share\Job9\Team-SOC\People-und-Culture-Learning-und-Development";".gz";"581632";"30.05.2024 18:36:00";"29.11.2021 02:46:00";"17.03.2025 06:17:00";"106";"5";""
"Customer_Contract.tar.gz";"C:\share\Job9\Team-Linux\Vertrieb-und-Marketing-B2B-B2C-Kanaele";".gz";"581632";"15.11.2021 23:23:00";"29.08.2020 18:10:00";"29.07.2022 23:13:00";"88";"5";""
"Support_Case_CASE001_Low.zip";"C:\share\Job5\Bereich-Digital-Transformation\Bereich-Digital-Transformation-People-und-Culture-Talent-Acquisition";".zip";"580608";"27.10.2025 07:20:00";"19.07.2025 09:21:00";"29.10.2025 16:44:00";"142";"5";""
"Invoice_2024_5890.zip";"C:\share\Job4\Bereich-Customer-Success\Sicherheit-Cyber-Defense-SOC";".zip";"580608";"06.04.2025 05:45:00";"10.01.2025 22:19:00";"24.05.2025 16:07:00";"89";"5";""
"Customer_Contract.zip";"C:\share\Job2\GB-Finanzen-und-Verwaltung\GB-Finanzen-und-Verwaltung-Sicherheit-Cyber-Defense-SOC";".zip";"580608";"16.11.2023 19:41:00";"06.10.2022 13:50:00";"16.07.2025 03:57:00";"118";"5";""
"IT_Ticket_TKT00789_Hardware.zip";"C:\share\Job7\Abteilung-Data-Engineering\Betrieb-und-Projekte-Netzbetrieb";".zip";"579584";"23.09.2022 06:51:00";"03.07.2019 05:28:00";"12.05.2024 02:59:00";"105";"5";""
"Annual_Report_2024.zip";"C:\share\Job5\Bereich-Legal-Affairs\Data-und-Analytics-BI-KI-Governance";".zip";"579584";"06.10.2024 20:54:00";"28.03.2023 19:48:00";"05.08.2025 13:55:00";"94";"5";""
"Marketing_Campaign_NewYear_Aug.tar.gz";"C:\share\Job7\Abteilung-Data-Engineering\People-und-Culture-HR-Operations";".gz";"578560";"20.02.2021 16:03:00";"19.09.2020 15:39:00";"30.03.2025 09:26:00";"111";"5";""
"IT_Ticket_TKT00456_Security.tar.gz";"C:\share\Job7\Abteilung-Solution-Architecture\Finanzen-Finanzmanagement-Controlling\Office-Management-Organisation-Fuhrpark-Poststelle-Koeln\Sustainability-Team-Nachhaltigkeitsberichte-Umweltprojekte-CO2-Reduktion\Field-Operations-Ausseneinsaetze-Nord-Q1\Employer-Branding-Karriereportal-Social-Media-Hochschulmarketing\Product-Management-Produktstrategie-Roadmap-Backlog-Premium-Suite";".gz";"578560";"05.05.2020 20:39:00";"19.09.2019 06:38:00";"15.02.2025 11:05:00";"420";"10";""
